time,episode,reward,steps,choosen_moves,random_moves
1049,1048,2947,546,388,158
1050,1049,2916,424,305,119
1051,1050,1851,339,253,86
1052,1051,3415,612,446,166
1053,1052,4898,892,677,215
1054,1053,1535,290,206,84
1055,1054,3268,564,415,149
1056,1055,2081,369,289,80
1057,1056,1464,286,218,68
1058,1057,1450,288,213,75
1059,1058,5638,2193,1652,541
1060,1059,5090,940,710,230
1061,1060,1535,315,235,80
1062,1061,2391,396,295,101
1063,1062,1431,284,206,78
1064,1063,4125,1434,1078,356
1065,1064,3333,610,459,151
1066,1065,1450,249,189,60
1067,1066,3491,566,425,141
1068,1067,4893,3313,2511,802
1069,1068,4585,829,638,191
1070,1069,1484,243,178,65
1071,1070,2654,452,339,113
1072,1071,2992,622,460,162
1073,1072,3115,650,489,161
1074,1073,1667,252,199,53
1075,1074,2400,460,345,115
1076,1075,1967,447,343,104
1077,1076,2617,391,280,111
1078,1077,2004,470,345,125
1079,1078,3832,2904,2184,720
1080,1079,5315,879,681,198
1081,1080,2486,521,358,163
1082,1081,1536,335,248,87
1083,1082,4949,3209,2425,784
1084,1083,2201,384,299,85
1085,1084,2498,489,355,134
1086,1085,4257,2919,2186,733
1087,1086,2855,494,367,127
1088,1087,2468,503,395,108
1089,1088,2265,340,257,83
1090,1089,1447,225,161,64
1091,1090,3223,677,479,198
1092,1091,1555,269,204,65
1093,1092,3930,702,540,162
1094,1093,5881,1039,762,277
1095,1094,1878,361,258,103
1096,1095,4030,785,597,188
1097,1096,1928,306,217,89
1098,1097,2701,478,377,101
1099,1098,3323,5113,3869,1244
1100,1099,4393,3067,2293,774
1101,1100,2983,561,418,143
1102,1101,3782,624,474,150
1103,1102,4282,807,588,219
1104,1103,4524,760,559,201
1105,1104,4691,3100,2321,779
1106,1105,3282,477,346,131
1107,1106,2123,360,274,86
1108,1107,1828,252,188,64
1109,1108,3888,627,481,146
1110,1109,1465,233,174,59
1111,1110,2849,439,338,101
1112,1111,2795,490,382,108
1113,1112,3321,754,562,192
1114,1113,2519,432,320,112
1115,1114,5642,1124,846,278
1116,1115,4059,849,650,199
1117,1116,3845,681,531,150
1118,1117,1711,284,222,62
1119,1118,1560,239,188,51
1120,1119,2708,514,379,135
1121,1120,5062,3397,2531,866
1122,1121,5272,1116,835,281
1123,1122,2513,449,337,112
1124,1123,2441,342,256,86
1125,1124,2499,462,344,118
1126,1125,1479,438,320,118
1127,1126,1466,281,218,63
1128,1127,3543,587,438,149
1129,1128,2958,638,477,161
1130,1129,2687,492,360,132
1131,1130,2092,342,247,95
1132,1131,4517,3079,2282,797
1133,1132,2455,433,308,125
1134,1133,3531,640,473,167
1135,1134,1933,386,299,87
1136,1135,4913,960,709,251
1137,1136,2586,387,301,86
1138,1137,3183,2884,2127,757
1139,1138,6208,995,754,241
1140,1139,1473,247,183,64
1141,1140,1563,364,284,80
1142,1141,1553,246,185,61
1143,1142,3195,640,458,182
1144,1143,3695,511,401,110
1145,1144,5835,904,669,235
1146,1145,1436,297,232,65
1147,1146,3959,733,562,171
1148,1147,2691,571,420,151
1149,1148,2341,401,291,110
1150,1149,2178,349,262,87
1151,1150,3652,625,465,160
1152,1151,1795,284,210,74
1153,1152,1843,272,207,65
1154,1153,3455,635,470,165
1155,1154,2101,399,285,114
1156,1155,1935,429,322,107
1157,1156,2439,455,351,104
1158,1157,3949,3044,2274,770
1159,1158,2834,433,315,118
1160,1159,2738,531,398,133
1161,1160,2548,404,295,109
1162,1161,5139,988,727,261
1163,1162,1970,327,251,76
1164,1163,4255,790,612,178
1165,1164,3057,492,377,115
1166,1165,3292,557,433,124
1167,1166,2918,651,481,170
1168,1167,3342,660,501,159
1169,1168,3386,634,449,185
1170,1169,1445,266,202,64
1171,1170,5753,1013,768,245
1172,1171,3354,642,479,163
1173,1172,2415,383,288,95
1174,1173,5101,1113,851,262
1175,1174,2341,407,301,106
1176,1175,5613,1718,1286,432
1177,1176,1768,371,264,107
1178,1177,1424,273,216,57
1179,1178,2533,406,306,100
1180,1179,1757,332,252,80
1181,1180,2053,386,280,106
1182,1181,1844,361,270,91
1183,1182,3398,570,434,136
1184,1183,2056,299,225,74
1185,1184,2057,383,288,95
1186,1185,2292,439,323,116
1187,1186,4457,829,621,208
1188,1187,2841,473,356,117
1189,1188,3062,525,370,155
1190,1189,2669,455,334,121
1191,1190,3304,2768,2106,662
1192,1191,4029,2997,2272,725
1193,1192,5325,3744,2824,920
1194,1193,2033,335,232,103
1195,1194,4603,823,615,208
1196,1195,1459,247,194,53
1197,1196,2452,527,399,128
1198,1197,1540,296,217,79
1199,1198,3348,530,401,129
1200,1199,2798,368,275,93
1201,1200,3919,3040,2256,784
1202,1201,2753,597,448,149
1203,1202,2691,461,350,111
1204,1203,3980,778,595,183
1205,1204,1543,240,179,61
1206,1205,3423,653,487,166
1207,1206,3325,5175,3839,1336
1208,1207,2411,419,331,88
1209,1208,5241,893,668,225
1210,1209,2463,421,311,110
1211,1210,5087,860,661,199
1212,1211,5415,1093,809,284
1213,1212,2024,387,289,98
1214,1213,4294,792,591,201
1215,1214,2348,395,301,94
1216,1215,3303,2788,2085,703
1217,1216,1968,292,224,68
1218,1217,1540,287,194,93
1219,1218,2711,460,361,99
1220,1219,5434,1846,1393,453
1221,1220,2582,599,453,146
1222,1221,2752,453,360,93
1223,1222,5186,1039,793,246
1224,1223,4716,3076,2286,790
1225,1224,2059,288,217,71
1226,1225,4290,3038,2266,772
1227,1226,1534,269,209,60
1228,1227,3018,496,364,132
1229,1228,1537,286,221,65
1230,1229,1444,219,158,61
1231,1230,1540,257,192,65
1232,1231,3560,744,565,179
1233,1232,2225,473,349,124
1234,1233,1455,219,172,47
1235,1234,2771,595,450,145
1236,1235,4885,1791,1323,468
1237,1236,1477,228,158,70
1238,1237,2131,373,288,85
1239,1238,2686,462,352,110
1240,1239,3055,551,409,142
1241,1240,1424,230,166,64
1242,1241,2956,558,416,142
1243,1242,1482,253,190,63
1244,1243,3717,654,492,162
1245,1244,3226,508,368,140
1246,1245,2472,479,355,124
1247,1246,2795,513,391,122
1248,1247,2916,546,410,136
1249,1248,4031,650,473,177
1250,1249,3171,622,464,158
1251,1250,3413,2874,2162,712
1252,1251,3102,525,392,133
1253,1252,2868,477,371,106
1254,1253,1456,203,149,54
1255,1254,2351,495,362,133
1256,1255,4695,796,588,208
1257,1256,3303,582,447,135
1258,1257,2480,442,325,117
1259,1258,3422,548,410,138
1260,1259,5147,960,726,234
1261,1260,4941,824,618,206
1262,1261,3932,697,525,172
1263,1262,5164,944,707,237
1264,1263,3063,445,343,102
1265,1264,5092,1932,1450,482
1266,1265,3503,630,482,148
1267,1266,3911,597,446,151
1268,1267,3029,386,291,95
1269,1268,1481,271,192,79
1270,1269,1972,352,262,90
1271,1270,3473,594,451,143
1272,1271,2790,462,333,129
1273,1272,2396,435,336,99
1274,1273,2866,555,409,146
1275,1274,1457,265,189,76
1276,1275,3803,615,458,157
1277,1276,2778,497,365,132
1278,1277,2890,601,449,152
1279,1278,3643,582,430,152
1280,1279,3458,728,553,175
1281,1280,2268,351,265,86
1282,1281,1776,342,264,78
1283,1282,2607,424,320,104
1284,1283,1440,254,203,51
1285,1284,4499,848,636,212
1286,1285,3396,709,538,171
1287,1286,5286,821,625,196
1288,1287,4657,3062,2336,726
1289,1288,4814,3116,2336,780
1290,1289,5036,845,643,202
1291,1290,2001,365,276,89
1292,1291,1565,267,202,65
1293,1292,2306,431,327,104
1294,1293,3055,485,358,127
1295,1294,1660,337,246,91
1296,1295,2237,537,392,145
1297,1296,2662,491,358,133
1298,1297,3759,616,458,158
1299,1298,4012,683,505,178
1300,1299,4049,718,545,173
1301,1300,2473,468,356,112
1302,1301,2802,485,371,114
1303,1302,2409,433,319,114
1304,1303,2045,370,264,106
1305,1304,1107,193,149,44
1306,1305,2508,536,389,147
1307,1306,3453,609,461,148
1308,1307,2390,497,345,152
1309,1308,2759,569,433,136
1310,1309,2807,521,379,142
1311,1310,2624,435,317,118
1312,1311,3236,590,471,119
1313,1312,2577,521,397,124
1314,1313,1465,307,223,84
1315,1314,4429,647,487,160
1316,1315,4404,2938,2233,705
1317,1316,1922,334,239,95
1318,1317,4998,3322,2434,888
1319,1318,2327,471,348,123
1320,1319,4919,758,578,180
1321,1320,4948,953,715,238
1322,1321,2591,393,286,107
1323,1322,2654,519,391,128
1324,1323,4258,5262,3967,1295
1325,1324,1450,251,195,56
1326,1325,2513,406,310,96
1327,1326,1455,261,202,59
1328,1327,2024,343,243,100
1329,1328,4414,3169,2344,825
1330,1329,3359,2826,2107,719
1331,1330,2501,485,343,142
1332,1331,2369,418,330,88
1333,1332,1460,245,193,52
1334,1333,2411,435,326,109
1335,1334,2652,483,351,132
1336,1335,2893,428,317,111
1337,1336,2788,470,347,123
1338,1337,3376,518,385,133
1339,1338,1435,277,218,59
1340,1339,1841,347,271,76
1341,1340,2884,578,410,168
1342,1341,2477,389,310,79
1343,1342,1839,333,242,91
1344,1343,1670,266,195,71
1345,1344,5681,1015,763,252
1346,1345,2613,569,434,135
1347,1346,3021,494,364,130
1348,1347,1853,462,337,125
1349,1348,1913,392,279,113
1350,1349,1413,238,184,54
1351,1350,2237,404,300,104
1352,1351,1456,294,232,62
1353,1352,4795,868,642,226
1354,1353,3771,3021,2240,781
1355,1354,2433,417,331,86
1356,1355,3018,515,391,124
1357,1356,3392,5103,3837,1266
1358,1357,1541,293,222,71
1359,1358,5813,1305,975,330
1360,1359,1518,250,190,60
1361,1360,1745,253,188,65
1362,1361,2307,434,328,106
1363,1362,2939,573,427,146
1364,1363,3366,540,418,122
1365,1364,2810,503,384,119
1366,1365,5722,1383,1028,355
1367,1366,3636,655,489,166
1368,1367,1454,258,186,72
1369,1368,3003,567,406,161
1370,1369,2226,367,271,96
1371,1370,4474,1663,1243,420
1372,1371,1539,326,255,71
1373,1372,2910,618,470,148
1374,1373,3152,438,337,101
1375,1374,3175,611,443,168
1376,1375,3517,669,505,164
1377,1376,2461,453,349,104
1378,1377,2027,387,290,97
1379,1378,2705,524,399,125
1380,1379,2763,590,442,148
1381,1380,2524,442,343,99
1382,1381,5171,940,726,214
1383,1382,3918,611,447,164
1384,1383,4373,3213,2415,798
1385,1384,1816,329,254,75
1386,1385,5038,846,648,198
1387,1386,2762,468,349,119
1388,1387,3352,599,468,131
1389,1388,3331,532,405,127
1390,1389,3190,624,476,148
1391,1390,3135,566,423,143
1392,1391,4981,932,696,236
1393,1392,3379,619,459,160
1394,1393,2051,368,288,80
1395,1394,1995,396,298,98
1396,1395,4690,925,690,235
1397,1396,3224,486,364,122
1398,1397,2716,413,327,86
1399,1398,3195,538,387,151
1400,1399,1509,306,230,76
1401,1400,2690,488,369,119
1402,1401,3077,521,386,135
1403,1402,4795,822,652,170
1404,1403,729,119,95,24
1405,1404,3441,565,412,153
1406,1405,1836,332,255,77
1407,1406,4846,1437,1061,376
1408,1407,5034,861,648,213
1409,1408,5946,1157,879,278
1410,1409,3008,568,427,141
1411,1410,1562,223,167,56
1412,1411,2560,424,312,112
1413,1412,3008,588,432,156
1414,1413,3986,785,581,204
1415,1414,2025,328,247,81
1416,1415,2544,499,358,141
1417,1416,2454,534,404,130
1418,1417,3311,514,383,131
1419,1418,2901,612,455,157
1420,1419,4293,3086,2291,795
1421,1420,1584,324,243,81
1422,1421,5942,1790,1347,443
1423,1422,1911,318,237,81
1424,1423,2046,336,260,76
1425,1424,3800,2924,2178,746
1426,1425,1571,305,231,74
1427,1426,3468,573,417,156
1428,1427,4824,3244,2478,766
1429,1428,2420,418,308,110
1430,1429,4574,972,729,243
1431,1430,2665,435,341,94
1432,1431,5296,1664,1237,427
1433,1432,2479,425,315,110
1434,1433,2372,442,333,109
1435,1434,3036,523,381,142
1436,1435,4420,727,546,181
1437,1436,2217,493,353,140
1438,1437,1641,245,178,67
1439,1438,4505,3025,2304,721
1440,1439,1438,245,192,53
1441,1440,3299,517,405,112
1442,1441,3460,561,397,164
1443,1442,1955,313,232,81
1444,1443,2580,455,346,109
1445,1444,2833,444,350,94
1446,1445,2328,505,361,144
1447,1446,4613,785,578,207
1448,1447,2036,389,289,100
1449,1448,2464,465,330,135
1450,1449,4970,2748,2060,688
1451,1450,1938,400,317,83
1452,1451,4558,3038,2281,757
1453,1452,2506,476,358,118
1454,1453,2457,507,388,119
1455,1454,2064,369,269,100
1456,1455,4775,759,556,203
1457,1456,3438,591,440,151
1458,1457,1546,251,195,56
1459,1458,4649,3147,2356,791
1460,1459,5191,756,569,187
1461,1460,2029,354,257,97
1462,1461,4821,852,639,213
1463,1462,2710,561,413,148
1464,1463,1434,312,238,74
1465,1464,1440,251,191,60
1466,1465,2239,389,303,86
1467,1466,1685,303,217,86
1468,1467,3184,613,467,146
1469,1468,2045,338,260,78
1470,1469,5357,1091,809,282
1471,1470,2683,400,306,94
1472,1471,1442,256,190,66
1473,1472,2493,401,302,99
1474,1473,1977,312,227,85
1475,1474,1449,252,182,70
1476,1475,5872,2253,1682,571
1477,1476,4961,1433,1047,386
1478,1477,1539,325,220,105
1479,1478,2760,601,462,139
1480,1479,1424,255,190,65
1481,1480,2447,412,310,102
1482,1481,4613,1047,767,280
1483,1482,3021,522,379,143
1484,1483,3662,550,428,122
1485,1484,3842,595,464,131
1486,1485,1435,259,207,52
1487,1486,2845,480,352,128
1488,1487,1985,335,264,71
1489,1488,3929,3069,2309,760
1490,1489,2420,435,335,100
1491,1490,2011,412,316,96
1492,1491,4527,889,663,226
1493,1492,3873,701,521,180
1494,1493,2659,489,360,129
1495,1494,2395,578,432,146
1496,1495,1799,352,281,71
1497,1496,1544,303,217,86
1498,1497,1958,362,268,94
1499,1498,1972,365,272,93
1500,1499,2755,567,421,146
1501,1500,2210,416,302,114
1502,1501,1947,446,346,100
1503,1502,1535,329,226,103
1504,1503,1647,263,205,58
1505,1504,2758,494,390,104
1506,1505,5218,969,713,256
1507,1506,2405,435,323,112
1508,1507,3369,600,434,166
1509,1508,3807,601,452,149
1510,1509,3163,711,519,192
1511,1510,4264,657,495,162
1512,1511,2387,513,373,140
1513,1512,3004,482,376,106
1514,1513,3317,582,443,139
1515,1514,3135,636,476,160
1516,1515,4343,684,506,178
1517,1516,2045,293,212,81
1518,1517,5600,1200,880,320
1519,1518,2709,538,405,133
1520,1519,3459,617,482,135
1521,1520,1921,309,235,74
1522,1521,5191,3540,2604,936
1523,1522,2134,365,298,67
1524,1523,3675,644,488,156
1525,1524,3224,594,449,145
1526,1525,3040,562,423,139
1527,1526,2748,558,413,145
1528,1527,2737,535,406,129
1529,1528,1703,263,205,58
1530,1529,5307,2157,1589,568
1531,1530,2811,536,402,134
1532,1531,3212,643,471,172
1533,1532,2473,371,267,104
1534,1533,1997,358,269,89
1535,1534,3209,684,483,201
1536,1535,3089,537,386,151
1537,1536,2417,355,266,89
1538,1537,4730,1054,782,272
1539,1538,3704,666,527,139
1540,1539,4646,849,636,213
1541,1540,2869,595,434,161
1542,1541,1952,323,234,89
1543,1542,4059,2963,2227,736
1544,1543,2324,494,376,118
1545,1544,1647,264,199,65
1546,1545,2949,548,414,134
1547,1546,1444,291,225,66
1548,1547,5812,962,713,249
1549,1548,1394,351,262,89
1550,1549,1549,284,231,53
1551,1550,2447,527,388,139
1552,1551,3933,2919,2160,759
1553,1552,3832,753,550,203
1554,1553,3667,5334,3954,1380
1555,1554,3878,1926,1424,502
1556,1555,3765,599,434,165
1557,1556,2970,451,330,121
1558,1557,2771,577,439,138
1559,1558,2747,468,345,123
1560,1559,2643,622,474,148
1561,1560,3500,573,445,128
1562,1561,4707,854,637,217
1563,1562,2404,383,277,106
1564,1563,3409,511,396,115
1565,1564,3371,5165,3905,1260
1566,1565,2854,454,340,114
1567,1566,3279,2803,2123,680
1568,1567,3958,592,449,143
1569,1568,2808,481,356,125
1570,1569,2975,486,364,122
1571,1570,2993,493,380,113
1572,1571,3061,542,404,138
1573,1572,2514,532,390,142
1574,1573,2014,353,266,87
1575,1574,4041,730,548,182
1576,1575,2591,475,353,122
1577,1576,1943,422,308,114
1578,1577,4620,1188,886,302
1579,1578,4736,2990,2240,750
1580,1579,1461,244,185,59
1581,1580,1805,320,247,73
1582,1581,3651,685,495,190
1583,1582,6040,1925,1467,458
1584,1583,1434,281,229,52
1585,1584,3322,685,503,182
1586,1585,2916,490,366,124
1587,1586,2867,536,390,146
1588,1587,2470,434,322,112
1589,1588,5408,2178,1624,554
1590,1589,4777,3117,2358,759
1591,1590,2661,601,443,158
1592,1591,4565,808,614,194
1593,1592,2911,622,467,155
1594,1593,4137,3233,2434,799
1595,1594,2761,392,287,105
1596,1595,4584,754,568,186
1597,1596,1425,251,187,64
1598,1597,1816,278,212,66
1599,1598,4051,3016,2308,708
1600,1599,1468,251,183,68
1601,1600,1543,213,164,49
1602,1601,2787,623,456,167
1603,1602,2553,451,326,125
1604,1603,2436,485,370,115
1605,1604,2723,489,375,114
1606,1605,1916,290,216,74
1607,1606,2804,489,369,120
1608,1607,3767,2913,2167,746
1609,1608,2431,500,353,147
1610,1609,5362,1088,797,291
1611,1610,1462,217,170,47
1612,1611,3055,548,376,172
1613,1612,3012,475,346,129
1614,1613,1956,305,232,73
1615,1614,4600,3269,2460,809
1616,1615,4485,803,601,202
1617,1616,2464,410,309,101
1618,1617,2003,374,293,81
1619,1618,1449,290,212,78
1620,1619,4497,3187,2400,787
1621,1620,3368,668,507,161
1622,1621,1898,354,269,85
1623,1622,3774,3042,2260,782
1624,1623,2264,347,275,72
1625,1624,3421,542,414,128
1626,1625,4330,821,594,227
1627,1626,2077,284,203,81
1628,1627,3204,591,452,139
1629,1628,2527,449,334,115
1630,1629,2379,387,280,107
1631,1630,3360,684,523,161
1632,1631,2374,440,310,130
1633,1632,2920,547,421,126
1634,1633,2667,521,410,111
1635,1634,2506,366,279,87
1636,1635,2681,498,381,117
1637,1636,2940,617,455,162
1638,1637,2836,449,333,116
1639,1638,2612,493,366,127
1640,1639,1993,339,247,92
1641,1640,4909,986,747,239
1642,1641,2735,464,331,133
1643,1642,5354,1561,1159,402
1644,1643,4572,3065,2318,747
1645,1644,4462,3069,2280,789
1646,1645,2045,446,335,111
1647,1646,4936,3197,2362,835
1648,1647,3465,585,444,141
1649,1648,2193,438,332,106
1650,1649,3251,520,401,119
1651,1650,2807,555,419,136
1652,1651,1451,357,257,100
1653,1652,4476,857,643,214
1654,1653,3811,685,525,160
1655,1654,2711,576,426,150
1656,1655,2382,477,344,133
1657,1656,3638,5191,3906,1285
1658,1657,3330,600,450,150
1659,1658,2505,378,280,98
1660,1659,3107,603,452,151
1661,1660,3098,559,420,139
1662,1661,4110,775,578,197
1663,1662,1450,256,202,54
1664,1663,2428,335,264,71
1665,1664,5134,976,741,235
1666,1665,3068,464,343,121
1667,1666,1967,384,280,104
1668,1667,3253,544,404,140
1669,1668,3210,615,457,158
1670,1669,2599,413,311,102
1671,1670,2250,334,259,75
1672,1671,4339,794,601,193
1673,1672,2655,514,381,133
1674,1673,2035,280,206,74
1675,1674,3722,2963,2250,713
1676,1675,3439,597,441,156
1677,1676,1481,230,161,69
1678,1677,1696,307,239,68
1679,1678,4493,794,582,212
1680,1679,2510,435,335,100
1681,1680,1433,305,231,74
1682,1681,1580,342,255,87
1683,1682,2392,439,331,108
1684,1683,3233,496,390,106
1685,1684,3361,663,496,167
1686,1685,1700,317,243,74
1687,1686,2406,391,284,107
1688,1687,2386,392,303,89
1689,1688,2253,424,322,102
1690,1689,2795,463,330,133
1691,1690,4473,766,590,176
1692,1691,1514,299,223,76
1693,1692,2051,398,287,111
1694,1693,4442,786,585,201
1695,1694,2150,404,302,102
1696,1695,1555,242,187,55
1697,1696,1657,310,247,63
1698,1697,2836,495,368,127
1699,1698,2047,366,270,96
1700,1699,3133,623,467,156
1701,1700,2135,568,412,156
1702,1701,2468,418,304,114
1703,1702,1443,274,200,74
1704,1703,2722,474,363,111
1705,1704,1876,337,254,83
1706,1705,2766,627,474,153
1707,1706,2315,364,280,84
1708,1707,3089,2816,2119,697
1709,1708,4488,806,620,186
1710,1709,2486,384,283,101
1711,1710,3197,624,471,153
1712,1711,1454,265,190,75
1713,1712,2779,450,360,90
1714,1713,2554,481,372,109
1715,1714,2495,582,428,154
1716,1715,2421,460,352,108
1717,1716,1535,311,233,78
1718,1717,3996,845,624,221
1719,1718,3507,635,484,151
1720,1719,3453,2850,2175,675
1721,1720,2408,386,302,84
1722,1721,1817,325,232,93
1723,1722,2859,542,392,150
1724,1723,1883,392,291,101
1725,1724,3365,663,504,159
1726,1725,5526,1146,847,299
1727,1726,1555,251,191,60
1728,1727,1654,276,203,73
1729,1728,4954,903,664,239
1730,1729,2762,543,388,155
1731,1730,4699,2549,1926,623
1732,1731,1828,349,248,101
1733,1732,1471,300,210,90
1734,1733,2646,595,437,158
1735,1734,2663,502,380,122
1736,1735,2509,411,320,91
1737,1736,1429,371,281,90
1738,1737,1875,328,244,84
1739,1738,1078,168,136,32
1740,1739,4938,880,656,224
1741,1740,4821,807,606,201
1742,1741,4969,728,553,175
1743,1742,3358,579,416,163
1744,1743,3127,512,386,126
1745,1744,2590,456,355,101
1746,1745,2008,377,265,112
1747,1746,2415,385,295,90
1748,1747,1555,255,189,66
1749,1748,2547,431,316,115
1750,1749,2326,394,298,96
1751,1750,2525,500,369,131
1752,1751,3199,561,414,147
1753,1752,1453,265,196,69
1754,1753,1690,280,211,69
1755,1754,2992,585,445,140
1756,1755,2983,653,487,166
1757,1756,3000,520,381,139
1758,1757,2528,410,323,87
1759,1758,2698,496,368,128
1760,1759,1686,310,231,79
1761,1760,2699,500,375,125
1762,1761,2783,535,391,144
1763,1762,2425,468,364,104
1764,1763,2009,399,299,100
1765,1764,1469,275,213,62
1766,1765,3289,2900,2178,722
1767,1766,3837,517,382,135
1768,1767,2926,541,403,138
1769,1768,3074,457,336,121
1770,1769,2010,352,271,81
1771,1770,2114,441,318,123
1772,1771,2839,558,419,139
1773,1772,2561,424,320,104
1774,1773,2731,491,360,131
1775,1774,3140,486,383,103
1776,1775,1960,319,248,71
1777,1776,2782,493,390,103
1778,1777,3275,512,384,128
1779,1778,2828,508,369,139
1780,1779,3121,602,440,162
1781,1780,2611,445,335,110
1782,1781,2775,523,412,111
1783,1782,3313,503,379,124
1784,1783,1585,235,185,50
1785,1784,2429,454,337,117
1786,1785,1532,313,247,66
1787,1786,2163,316,236,80
1788,1787,1552,255,185,70
1789,1788,3746,645,463,182
1790,1789,2425,373,283,90
1791,1790,4945,824,607,217
1792,1791,2864,474,367,107
1793,1792,2845,498,386,112
1794,1793,3461,2897,2195,702
1795,1794,2223,449,337,112
1796,1795,2514,474,369,105
1797,1796,2052,354,276,78
1798,1797,1444,240,184,56
1799,1798,2868,429,323,106
1800,1799,3835,666,512,154
1801,1800,2233,402,293,109
1802,1801,5218,1744,1319,425
1803,1802,3006,584,438,146
1804,1803,2536,501,368,133
1805,1804,2549,454,321,133
1806,1805,2078,326,240,86
1807,1806,3063,534,408,126
1808,1807,2454,487,369,118
1809,1808,4908,3114,2344,770
1810,1809,2216,358,262,96
1811,1810,4535,2979,2285,694
1812,1811,5204,1458,1094,364
1813,1812,4084,786,580,206
1814,1813,3009,438,327,111
1815,1814,3023,507,386,121
1816,1815,3077,558,410,148
1817,1816,3042,506,376,130
1818,1817,2557,449,353,96
1819,1818,2555,456,340,116
1820,1819,4636,3143,2407,736
1821,1820,4221,750,579,171
1822,1821,4754,1717,1283,434
1823,1822,3620,704,536,168
1824,1823,2392,403,303,100
1825,1824,3525,589,455,134
1826,1825,5537,1099,814,285
1827,1826,1477,242,165,77
1828,1827,1415,293,216,77
1829,1828,1826,291,206,85
1830,1829,1804,284,214,70
1831,1830,2845,473,368,105
1832,1831,4849,3111,2392,719
1833,1832,2798,514,390,124
1834,1833,2014,393,302,91
1835,1834,3513,677,504,173
1836,1835,1792,349,261,88
1837,1836,2494,465,360,105
1838,1837,2510,510,380,130
1839,1838,3081,547,408,139
1840,1839,2432,473,358,115
1841,1840,2754,544,405,139
1842,1841,2510,428,318,110
1843,1842,3018,566,437,129
1844,1843,2034,377,285,92
1845,1844,3408,594,449,145
1846,1845,2598,496,381,115
1847,1846,2980,573,443,130
1848,1847,1541,310,244,66
1849,1848,2698,495,363,132
1850,1849,2076,367,278,89
1851,1850,1421,305,235,70
1852,1851,4330,2940,2239,701
1853,1852,3253,515,381,134
1854,1853,2243,445,328,117
1855,1854,4805,3128,2363,765
1856,1855,3403,608,483,125
1857,1856,2048,362,272,90
1858,1857,5625,1107,847,260
1859,1858,2779,464,327,137
1860,1859,3369,664,495,169
1861,1860,2123,373,285,88
1862,1861,2531,522,387,135
1863,1862,3478,550,413,137
1864,1863,2927,481,376,105
1865,1864,2404,422,314,108
1866,1865,1497,245,190,55
1867,1866,2414,388,293,95
1868,1867,2445,375,260,115
1869,1868,1552,284,209,75
1870,1869,1455,258,192,66
1871,1870,3249,651,490,161
1872,1871,4553,3123,2372,751
1873,1872,1456,304,218,86
1874,1873,3816,525,385,140
1875,1874,1956,379,284,95
1876,1875,5134,817,610,207
1877,1876,2798,488,377,111
1878,1877,2805,426,323,103
1879,1878,5848,2411,1776,635
1880,1879,2216,355,272,83
1881,1880,2059,428,324,104
1882,1881,3743,652,497,155
1883,1882,2432,440,317,123
1884,1883,3648,704,524,180
1885,1884,3026,597,443,154
1886,1885,4042,663,501,162
1887,1886,4046,623,482,141
1888,1887,3199,525,394,131
1889,1888,2111,435,334,101
1890,1889,3670,635,456,179
1891,1890,2041,437,330,107
1892,1891,3328,537,423,114
1893,1892,1839,325,237,88
1894,1893,3090,561,435,126
1895,1894,4447,1901,1430,471
1896,1895,2453,498,372,126
1897,1896,3016,554,409,145
1898,1897,6280,1307,995,312
1899,1898,2584,426,308,118
1900,1899,2738,517,395,122
1901,1900,1768,379,278,101
1902,1901,6133,1137,853,284
1903,1902,2040,393,296,97
1904,1903,2561,452,342,110
1905,1904,2059,345,274,71
1906,1905,3855,604,456,148
1907,1906,2812,548,418,130
1908,1907,6199,1006,783,223
1909,1908,3560,560,417,143
1910,1909,2168,519,386,133
1911,1910,2790,461,334,127
1912,1911,3285,5139,3830,1309
1913,1912,3998,910,672,238
1914,1913,1537,297,228,69
1915,1914,1533,238,172,66
1916,1915,1440,251,182,69
1917,1916,1894,297,235,62
1918,1917,2646,544,402,142
1919,1918,2628,433,333,100
1920,1919,3358,626,459,167
1921,1920,1433,275,213,62
1922,1921,4425,4819,3588,1231
1923,1922,2430,385,276,109
1924,1923,3481,633,470,163
1925,1924,2010,283,211,72
1926,1925,4322,3051,2265,786
1927,1926,2504,410,331,79
1928,1927,3332,2908,2157,751
1929,1928,2428,459,339,120
1930,1929,3552,563,416,147
1931,1930,3875,732,553,179
1932,1931,2336,430,313,117
1933,1932,1539,270,211,59
1934,1933,2987,481,351,130
1935,1934,1455,292,221,71
1936,1935,2606,420,304,116
1937,1936,1454,214,158,56
1938,1937,3252,7395,5557,1838
1939,1938,3065,521,394,127
1940,1939,2337,502,388,114
1941,1940,1975,266,204,62
1942,1941,3836,2813,2113,700
1943,1942,2396,372,284,88
1944,1943,5156,849,644,205
1945,1944,4943,887,666,221
1946,1945,1457,208,152,56
1947,1946,3877,5214,3920,1294
1948,1947,2574,468,337,131
1949,1948,4773,1964,1492,472
1950,1949,2724,453,317,136
1951,1950,3037,622,464,158
1952,1951,1452,221,163,58
1953,1952,1439,299,228,71
1954,1953,2414,445,339,106
1955,1954,2455,399,299,100
1956,1955,2528,492,363,129
1957,1956,3245,568,413,155
1958,1957,4889,3083,2303,780
1959,1958,2499,448,360,88
1960,1959,3648,575,435,140
1961,1960,3197,562,407,155
1962,1961,2656,452,347,105
1963,1962,1475,254,194,60
1964,1963,5148,837,611,226
